nr,certificate_number,registration_date,name,administrator,location,county
562,625,2012-04-03,Baza Salvare Vlădeasa - Creasta Vlădeasa - Vârful Plaiului - Dealul Prislopu - Vârful Poiana Mică - Valea Zărnii - Lacul Floroiu - Barajul Drăgan,Consiliul Local al Comunei Secuiu - Județul Cluj,Masivul Vlădeasa,Cluj
563,626,2012-04-03,Valea Răchițele - Vârful Cuciulat - Valea Firii - Doda Pilii - Baza de Salșvare Doda Pilii,Consiliul Local al Comunei Secuiu - Județul Cluj,Masivul Vlădeasa,Cluj
564,627,2012-04-03,Valea Drăganului - Tranișu - Dealul Mincii - Piatra Bănișorului - Vârful Teșiturilor - Dealul Stânișoara - Baza de Salvare Vlădeasa,Consiliul Local al Comunei Secuiu - Județul Cluj,Masivul Vlădeasa,Cluj
565,628,2012-05-04,Cabana Gura Zlata - Casa Academiei - Valea Radeșu Mare - Cioaca Porumbelului - Platoul Radeș - Zlata - Lacul Zănoaga - Șaua Judele - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
566,629,2012-05-04,Lacul Gura Apei - Culmea Zlata - Vârful Zlata - platoul Radeș - Zlata - Lacul Zănoaga - Crucea Trăznitului - Culmea Slăveiu - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
567,630,2012-05-04,Lacul Berhina - Crucea Trăznitului - Culmea Slăveiu - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
568,631,2012-05-04,Refugiul Baleia - Culmea Cozma - Baleia - Șaua Gorova - Refugiul Stâna de Râu - Șaua Custurii - Valea Peleaga - Poiana Pelegii,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
569,632,2012-05-04,Pui - Hobița - Valea Râu Barbat - Stâna de Râu - Tăul Țapului - Porțile Închise,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
570,633,2012-05-04,Lacul Bucura - Lacul Lia - Lacul Ana - Lacul Viorica - Lacul Florica - Tăul Agățat - Tăul Porții - Lacul Bucurelu - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
571,634,2012-05-04,Lacul Bucura - Valea Berbecilor - Piciorul Pelegii - Vârful Peleaga - Șaua Pelegii - Vârful Păpușa - Șaua Custurii - Vârful Custura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
572,635,2012-05-04,Câmpul lui Neag - Cantonul Silvic Câmpușel - Piatra Iorgovanului - Șaua Paltina - Lacul Berhina,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
573,636,2012-07-12,Băile Selters - Cheile Vârgișului (Peștera Orban Balazs),Consiliul Județean Harghita,Masivul Perșani,Harghita
574,637,2012-07-12,Băile Chirui - Cheile Vârgișului (Peștera Orban Balazs),Consiliul Județean Harghita,Masivul Perșani,Harghita
575,638,2012-07-12,Comuna Lueta - Cheile Vârgișului (Peștera Orban Balazs),Consiliul Județean Harghita,Masivul Perșani,Harghita
576,639,2012-07-12,Comuna Merești - Cheile Vârgișului (Peștera Orban Balazs),Consiliul Județean Harghita,Masivul Perșani,Harghita
577,640,2012-07-12,Cabana Harghita Mădăraș - Cascada Szoko,Consiliul Județean Harghita,Munții Harghitei,Harghita
578,641,2012-07-12,Orașul Vlăhița - Cabana Harghita Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita
579,642,2012-07-12,Satul Izvoarele - Cabana Harghita Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita
580,643,2012-07-12,Satul Izvoarele - Cabana Harghita Mădăraș prin Valea Sugo,Consiliul Județean Harghita,Munții Harghitei,Harghita
581,644,2012-07-12,Cabana Harghita Mădăraș - Vârful Harghita Mădăraș prin Coltul Berszan - Cabana Harghita Mădăraș,Consiliul Județean Harghita,Munții Harghitei,Harghita
582,645,2012-07-12,Lacu Roșu - Poiana Albă,Consiliul Județean Harghita,Munții Hășmaș,Harghita
583,646,2012-07-12,Lacu Roșu - Bicăjel - Lacu Roșu,Consiliul Județean Harghita,Munții Hășmaș,Harghita
584,647,2012-07-12,Cheile Bicazului - Poiana Cupaș,Consiliul Județean Harghita,Munții Hășmaș,Harghita
585,648,2012-07-12,Cheile Bicazului - Poiana Vincli,Consiliul Județean Harghita,Munții Hășmaș,Harghita
586,649,2012-07-12,Pârâul Oii - Pârâul Bicăjel - Lacu Roșu,Consiliul Județean Harghita,Munții Hășmaș,Harghita
587,650,2012-07-12,Pârâul Cupaș - Poiana Cupaș,Consiliul Județean Harghita,Munții Hășmaș,Harghita
588,651,2012-07-12,Cabana Piatra Singuratică - Poiana Albă,Consiliul Județean Harghita,Munții Hășmaș,Harghita
589,652,2012-07-12,Cabana Piatra Singuratică - Poiana Albă,Consiliul Județean Harghita,Munții Hășmaș,Harghita
590,653,2012-07-12,Bălan - Cabana Piatra Singuratică (Pârâul Kovacs),Consiliul Județean Harghita,Munții Hășmaș,Harghita
591,654,2012-07-12,Bălan - Cabana Piatra Singuratică (Pârâul Szep),Consiliul Județean Harghita,Munții Hășmaș,Harghita
592,655,2012-07-12,"Cabana Piatra Singuratică - Stânca ""La Panda"" - retur sau marcajul Bălan - Cabana",Consiliul Județean Harghita,Munții Hășmaș,Harghita
593,656,2012-07-12,Balan (Fântâna lui Gal) - Șaua Tarcăului,Consiliul Județean Harghita,Munții Hășmaș,Harghita
594,656,2012-07-12,Balan (Fântâna lui Gal) - Șaua Tarcăului,Consiliul Județean Harghita,Munții Hășmaș,Harghita
595,657,2012-07-12,Toplița - Vârful Retitis,Consiliul Județean Harghita,Masivul Călimani,Harghita
596,658,2012-07-12,Gălăutaș - Vârful Bătrâna,Consiliul Județean Harghita,Masivul Călimani,Harghita
597,659,2012-07-12,Toplița - Vârful Bătrâna,Consiliul Județean Harghita,Masivul Călimani,Harghita
598,660,2012-07-12,Toplița - Vârful Bătrâna,Consiliul Județean Harghita,Masivul Călimani,Harghita
599,661,2012-10-03,"Azuga - DN1, Vârful Clăbucetul Taurului - Cabana Gârbova",Consiliul Județean Prahova,Munții Baiului,"Prahova,Brașov"
600,662,2012-10-03,Baza Pârtie Sorica - Captare de Apă - Cabana Gârbova,Consiliul Județean Prahova,Munții Baiului,"Prahova,Brașov"
601,663,2012-10-03,Păstrăvărie - Vârful Clăbucetul Azugii - Cabana Susai,Consiliul Județean Prahova,Munții Baiului,"Prahova,Brașov"
602,664,2012-10-03,Gara Azuga - Vârful Grecului - Cabana Diham,Consiliul Județean Prahova,Munții Bucegi,"Prahova,Brașov"
603,665,2012-10-03,Poiana Țapului - Valea Babei - Poiana Stanei,Consiliul Județean Prahova,Munții Bucegi,Prahova
604,666,2012-10-03,Bușteni - Culmea Zamora - Culmea Orjogoaia - Plaiul Orjogoaia - Trăisteni,Consiliul Județean Prahova,Munții Baiului,Prahova
605,667,2012-10-03,Drum de vară - Colții lui Barbes - Lacurile Vânturis - Valea Soarelui,Consiliul Județean Prahova,Munții Bucegi,Prahova
606,668,2012-10-03,Șaua Vârful Cu Dor - Masa Ciobanului - Colții lui Barbes - Lacurile Vânturis,Consiliul Județean Prahova,Munții Bucegi,Prahova
607,669,2012-10-03,Cota 2000 - Șaua Vârful Cu Dor,Consiliul Județean Prahova,Munții Bucegi,Prahova
608,670,2012-10-03,Poiana Valea Stanei - Tabla Butii - Cimitirului Eroilor,Consiliul Județean Prahova,Munții Ciucaș,Prahova
609,671,2013-06-27,Vaideeni - Valea Luncavățului - Podul Lui Pasăre - Lacul Balota - Stâna Balota - Vârful Căpățâna,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
610,672,2013-06-27,Vaideeni - Plaiul Frăsinet - Vârful Ursulețu - Ursu Stâna - Vârful Ursu - Muntele Groapa Mălăii - La Ezer - Curmătura Popeștilor - Valea Repedea - Ciunget,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
611,673,2013-06-27,Vaideeni - Valea Plaiului - Fântâna din Plai - Muntele Marginea - Coasta Lacurilor - Sub Vârful Nedeia - Șaua Gropița - Poiana Târnovu Mare - Ciunget,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
612,674,2013-06-27,Izvorul Rece - Valea Recea - Luncile Frumoase - Stâna Zăvideanu - Pietrele Stroieștilor - Coasta Lacurilor - Curmătura Funicelu,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
613,675,2013-06-27,Cerna - Valea Cernei - Sohodol - Pârâul Moliftului - stâna Bucium - Vârful Beleoaia - Vârful Nedeia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
614,676,2013-06-27,Costești - Bistrița - Valea Bistriței - Vârful Cuca - Plaiul Zănoaga - Curmătura Rodeanu - Stâna Cocora - Plaiul Cocora - Malaia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
615,677,2013-06-27,Marița - Valea Mariței - Vârful Stânișoara - Stâna Zăvideanu - Muntele Zăvideanu,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
616,678,2013-06-27,Lacul Balota - Tribunalul Haiducilor - Culmea Căpățâna - Pârâul Căpățânii - Lacul Balota,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
617,679,2013-06-27,Lacul Balota - Izvoarele Luncavățului - Coasta Lacurilor - Vârful Nedeia,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
618,680,2013-06-27,Vaideeni - Valea Seacă - Vârful Teiș - Vaideeni,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
619,681,2013-06-27,Vaideeni - Brădățeaua Mică - Dealul Capela - Brădățeaua Mare - Vaideeni,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
620,682,2013-06-27,Vârful Nedeia - Curmătura Funicel - Vârful Ursu - Curmătura Rodeanu - Vârful Zmeurăt -,Consiliul Județean Vâlcea,Munții Căpățânii,Vâlcea
621,683,2013-08-06,Șaua Vârtop - Groapa Ruginoasa - Pietrele Negre,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
622,684,2013-08-06,Pârtia Vârtop 1 - Pârtia Piatra Grăitoare - Magistrala 1 Banda Roșie,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
623,685,2013-08-06,Magistrala 1 Bandă Roșie - Belvedere Glăvoaia,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
624,686,2013-08-06,"Cabana Meziad - Motel ""Baraj Leșu""",Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
625,687,2013-08-06,Stâna de Vale - Moara Dracului,Consiliul Județean Bihor,Munții Bihor - Vlădeasa,Bihor
626,688,2014-03-19,Circuitul Peștera din Mina Farcu,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
627,689,2014-06-16,Complex Turistic Cheile Buții - Dâlma Mare - Vârful Pleșa - Vârful Piule - Șaua Scorota - Cabana Buta,Consiliul Județean Hunedoara,Masivul Retezatul Mic,Hunedoara
628,690,2014-06-16,Uricani - Dealul Șerpilor - Șaua Tulișa - Șaua Bilugu - Vârful Bilugu - Vârful Văcarea - Vârful Lazărul - Vârful Custura - Vârful Păpușa - Vârful Peleaga - Căldarea Berbecilor - Lacul Bucura,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
629,691,2014-06-16,Campușel - Scocul Scorotei - Stâna Scorota - Buta Mica - Cabana Buta,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
630,692,2014-06-16,Campușel - Pasul Jiu - Cerna (Tăul Rății) - Ciuceava Neagră - Valea Sturului - Cheile Cernișoarei - Izbucul Cernei,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
631,693,2014-06-16,Gambrinus - Drăgoiu - Pasul Vulcan - Vârful Straja - Vârful Mutu - Vârful Muncel - Vârful Siglau - Mic - Vârful Siglăul Mare - Valea de Pești - Vârful Arcanu - Vârful Nedeița - Coada Oslei - Oslea - Câmpușel,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
632,694,2014-06-16,Centrul local de informare turistică Baru - Valea Barisor - refugiu turistic Vârful Tulisa,Consiliul Județean Hunedoara,Masivul Retezat,Hunedoara
633,695,2014-06-16,Ohaba Ponor - Cheile Șura Mare - Peștera Ponorici - Peștera Cioclovina - Luncani - Boșorod,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara
634,696,2014-06-16,Baru - Valea Streiului - Vârful Lola - Vârful Bulzu - Vârful Porumbelul Mare,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara
635,697,2014-06-16,Costești - Valea Grădiștei - Dealul Grădiștei - Cetatea Sarmizegetusa Regia - Muncel - Vârful Godeanu,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara
636,698,2014-06-16,Costești - Cetatea Blidaru - Leurdana - Târsa - Poiana Omului - Vârful Rudii - Culmea Meleia - Vârful Tâmpu - Șaua Steaua Mare - Vârful Godeanu,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara
637,699,2014-06-16,Podul Gerosu - Dealul Muncelului - Cetatea Fețele Albe - Valea Albă,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara
638,700,2014-06-16,Grădiștea de Munte - Prihodiște - Poiana Omului - Cetatea Piatra Roșie - Valea Roșia - Cioclovina - Peștera Cioclovina,Consiliul Județean Hunedoara,Masivul Șureanu,Hunedoara
639,701,2014-07-25,Culmea Bran - Culmea Măgurii - Fântâna lui Botorog,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
640,702,2014-07-25,Localitatea Tohănița - Șaua Măgura - Sat Măgura - Fântâna lui Botorog,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
641,703,2014-07-25,Valea Curmăturii - Poiana Curmătura - Cabana Curmătura - traseu educativ,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
642,704,2014-07-25,Cabana Curmătura - Padinile frumoase - Vârful Ascuțit,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
643,705,2014-09-09,Stațiunea Durău - Poiana Vezuri - Cascada Duruitoarea,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
644,706,2014-09-09,Stațiunea Durău - Piciorul lui Bucur - Cascada Duruitoarea,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
645,707,2014-09-09,Stațiunea Durău - Cabana Fântânele - Vârful Toaca - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
646,708,2014-09-09,Stațiunea Durău - La Scaune - Pasul Blaj - Vârful Jidanului - Culmea Fighesului - Cheile CuPasului - Cheile Bicazului,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
647,709,2014-09-09,Cabana Izvorul Muntelui - Curmătura Lutul Roșu - Detunatele - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
648,710,2014-09-09,Stațiunea Durău - Cabana Fântânele - Poiana Viezuri - Cascada Duruitoarea,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
649,711,2014-09-09,Izvorul Muntelui - Curmătura Lutul Roșu - Stânca Dochiei - Jgeabul cu Hotar - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
650,712,2014-09-09,Bicazul Ardelean - Bistra Mare - La Scaune - Curmătura Stanilelor - Jgeabul lui Vodă - Cabana Dochia,Consiliul Județean Neamț,Masivul Ceahlău,Neamț
651,713,2014-11-19,Dealul Moiseiului - Mănăstirea Moisei - Izvorul Negru - Preluca sub Piatră,Consiliul Județean Maramureș,Masivul Rodnei,Maramureș
652,714,2014-11-19,Podul lui Călineț - Izvorul Căpitanului Orlovki - Refugiul Speranțelor - Vârful Ascuțit,Administrația Parcului Național Piatra Craiului RA,Masivul Piatra Craiului,Brașov
653,715,2014-11-25,Borsec - Izvorul Străvechi - Peștera de Gheață - Grota Urșilor - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
654,716,2014-11-25,Borsec - Izvorul Străvechi - Izvorul Pierre Curie - Cetatea Bufnițelor - Valea Vinului - Borsecul de Jos - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
655,717,2014-11-25,Borsec - Făgețelul - Groapa Rotundă - Șapte Izvoare - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
656,718,2014-11-25,Borsec - Făgetul Mare - Făgețelul - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
657,719,2014-11-25,Borsec - Bulevardul 7 Izvoare - Strada Stadionului - 7 Izvoare - Valea Nadășa - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
658,720,2014-11-25,Borsec - Valea Vinului - Valea lui Filip Andrei și retur,Primăria Borsec,Munții Giurgeului,Harghita
659,721,2014-11-25,Borsec - Strada Malnaș - Pârâul Malnaș - Valea Vinului - Strada Ditrăului - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
660,722,2014-11-25,Borsec - Strada Malnaș - Pârâul Malnaș - Valea Vinului - Strada Ditrăului - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
661,723,2014-11-25,Borsec - Valea Hanzkel - Vârful Arcoza - Pasul Creangă - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
662,724,2014-11-25,Borsec - Muntele Dosul Bâtcii - Capu Corbului - Pârâul Cupelor - Uzina de apă 7 Izvoare - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
663,725,2014-11-25,Borsec - Valea Nadășa - Făgetul Mare - Culmea Mezovești - Vârful Țibra - Casa Țifrei - Valea Bistricioarei - Pârâul Cupelor - Uzina de apă 7 Izvoare - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
664,726,2014-11-25,Borsec - Strada Carpați - Valea Nadășa - Vârful Arcoza - Pasul Creangă - Borsecul de Jos - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
665,727,2014-11-25,Borsec - Valea Vinului/ DN 15 - Vârful Bâtca - Valea Cupelor - Culmea Mezovești/Vârful Făget - Poiana Arcoza - Pasul Creangă - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
666,728,2014-11-25,Borsec - Borsecul de Jos - Pasul Creangă - Vârful Sărmaș - Pasul Chiozrez - Valea Tinova - Valea Vinului - Borsecul de Jos - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
667,729,2014-11-25,Primăria Borsec - Strada Cimiturului - Izvorul 10 - Borsec,Primăria Borsec,Munții Giurgeului,Harghita
668,730,2014-12-04,Peștera cu Cristale din Mina Farcu - Stanu Carnului - Cheile Lazurilor - Peștera Roșie - Peștera cu Cristale din Mina Farcu,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
669,731,2014-12-04,Peștera cu Cristale din Mina Farcu - Izbucul Roșiei,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
670,732,2014-12-04,Borz - sub Vârful Pacău - Borz,Consiliul Județean Bihor,Munții Codru Moma,Bihor
671,733,2014-12-04,Valea Iadului - Valea de Runc - Cascada Runcului - Vârful Muncelașu - Cascada Laia - DJ 108J - Cantonul Murgașu - Cascada Vălu Miresii - Săritoarea Ieduțului - Cascada Iadolina - Valea Iadului,Consiliul Județean Bihor,Munții Pădurea Craiului - Vlădeasa,Bihor
672,734,2015-03-01,DN 7C (Vama Cucului) - muchia Laita - Vârful Mierea - Valea Doamnei,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
673,735,2015-03-01,Intersecția Complex turistic Albota - Valea Arpășelului - Muchia Netedu - bifurcația de sub Vârful Buteanu,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
674,736,2015-03-01,Cabana Bărcaciu - Căldarea Văii Mari a Avrigului - Lacul Avrig,Consiliul Județean Sibiu,Masivul Făgăraș,Sibiu
675,737,2015-08-18,DN 1 KM 135 - Culmea Sorica - Stație superioară Telegondolă,Consiliul Județean Prahova,Munții Baiului,Prahova
676,738,2015-08-18,Circuitul Cheile Cuților (Ponița - Valea Cuților - Ponița,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
677,739,2015-08-18,Vadu Crișului - Defileul Crișului Repede,Consiliul Județean Bihor,Masivul Pădurea Craiului,Bihor
678,740,2015-08-18,Boga - Piatra Ciungilor - Cascada Bulbuci,Consiliul Județean Bihor,Masivul Bihor,Bihor
679,741,2015-09-16,"Vârful Pârcălabu - Vârful Stânișoara, Coasta Câinenilor - Vârful Capu Muntelui - Șaua Duca - Vârful Lui Vlad - Dealul lui Vlad - Râu Vadului Câinenii Mici",Consiliul Județean Vâlcea,Munții Lotrului,Vâlcea
680,742,2015-10-14,Borșa Centru (Sp. Borșa) - Releu - Custuri - Bobeica - Lacul Măgura - Mănastirea Vinișoru - Gura Vinișorului,Consiliul Local al Orașului Borșa,Munții Maramureșului,Maramureș
681,743,2016-03-11,Șopotu Nou - Cheile Nerei - podul Bei - Sasca Română,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
682,744,2016-03-11,Sasca Română - Sasca Montană - Cascada Șușara - Cărbunari,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
683,745,2016-03-11,Sasca Română - Sasca Montană - Cascada Șușara - Cărbunari,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
684,746,2016-03-11,Sat Socolari - Custura Cetății - Valea Beiului - Lacul Ochiul Beiului - Cascadele Beușniței,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
685,747,2016-03-11,Sasca Română - Dealul Caraula - Podul Bei,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
686,748,2016-03-11,Potoc - Chichiregul Mare - Valea Beușnița (Cascada Văioagă),Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
687,749,2016-03-11,Dealul Caraula - Dealul Chichireg - Custura Cetății - Cetatea Socolari,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
688,750,2016-03-11,Sasca Română - Valea Camenița - Livezile Cărbunarilor - Poiana lui Vogiun (Cheile Nerei),Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
689,751,2016-03-11,Cărbunari - Lacul Dracului,Consiliul Județean Caraș-Severin,Munții Aninei,Caraș-Severin
690,752,2016-05-04,Ghioroc - Valea Cladovei,Consiliul Județean Arad,Munții Zărand,Arad
691,753,2016-05-04,Covăsânț - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
692,754,2016-05-04,Monumentul Turiștilor - Feredeu - Creasta Principală - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad
693,755,2016-05-04,Șaua Cazan - Schitul Feredeu - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
694,756,2016-05-04,Șiria - Cetatea Șiria - Șaua Cazan,Consiliul Județean Arad,Munții Zărand,Arad
695,757,2016-05-04,Șiria - Valea Almașului - Creasta Principală - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad
696,758,2016-05-04,DN 7/E68 - Cladova - Valea Cladovei - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
697,759,2016-05-04,Valea Cladovei - Valea Cersca - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
698,760,2016-05-04,DN 7/E68 - Cladova - Creasta Cladovei - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
699,761,2016-05-04,DN 7/E68 - Cladova - Valea Cladoviței - Creasta Principală - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad
700,762,2016-05-04,Șoimoș - Valea Șoimoșului - Creasta Principală - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad
701,763,2016-05-04,Șoimoș - Cetatea Șoimoș - Creasta Șoimoșului - Creasta Principală - Căsoaia,Consiliul Județean Arad,Munții Zărand,Arad
702,764,2016-05-04,Căsoaia - Dealul Dubilor - Vârful Highiș - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
703,765,2016-05-04,Căsoaia - Valea Highișului - Vârful Highiș,Consiliul Județean Arad,Munții Zărand,Arad
704,766,2016-05-04,Creasta Principală a Munților Zarandului între Vârful Capra și Vârful Highiș,Consiliul Județean Arad,Munții Zărand,Arad
705,767,2016-05-04,Cantonul Negrea (DN) - Peștera Porțile Bihorului,Consiliul Județean Bihor,Munții Bihor,Bihor
706,768,2016-05-04,Circuitul Cascada Boiului,Consiliul Județean Bihor,Munții Pădurea Craiului,Bihor
707,769,2016-10-31,"Traseul turistic de la DJ 131 până la peștera ""Bârlogul Hoților""",Primăria Comuna Apața,Munții Perșani,Brașov
708,770,2017-04-01,Albac (Centrul De Informare Turistică) - Fața Albacului - Refugiul Turistic Sohodol - Roșești - Valea Starpa - Cheile Albacului - Deve - Albac (Centrul De Informare Turistică),Consiliul Județean Alba,Munții Bihorului,Alba
709,771,2017-12-08,Cascada Vălul Miresei - Peștera Șușman - Cascada Vălul Miresei,Consiliul Județean Alba,Munții Bihorului,Alba
710,772,2017-12-08,Peștera Alunului - Valea Alunul Mic - Poiana Onceasa,Consiliul Județean Alba,Munții Bihorului,Alba
711,773,2017-12-08,Poiana Lespezi - Vîrful Lespezi - Peștera mică a Lespezilor - Valea Stanciului,Consiliul Județean Alba,Munții Bihorului,Alba
712,774,2017-12-08,Baza Salvamont Doda Pilii - Molhasuri - Valea Someșului Cald - Baza salvamont Doda Pilii,Consiliul Județean Alba,Munții Bihorului,Alba
713,775,2017-12-08,Valea seacă - Creasta Pietrele albe - Poiana Stânișoara - Valea Seacă,Consiliul Județean Alba,Munții Bihorului,Alba
714,776,2017-12-08,Peștera cu apă de pe Valea Firii - Peștera Humpleu - Peștera Șura Mare - Poiana Mărului - Poiana Vârtop - Ghețarul de la Vârtop - Cotul Firii,Consiliul Județean Alba,Munții Bihorului,Alba
715,777,2017-12-08,Păuliș - Vârful Capra (Creasta Principală a Munților Zarand),Consiliul Județean Arad,Munții Zărand,Arad
716,778,2017-12-08,Radna - Creasta Radnei - Vârful Crucea Țiganului - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad
717,779,2017-12-08,DN7/E68 - Petrș - Corbești - Roșia Nouă - Obârșia - Creasta Principală a Munților Zărand,Consiliul Județean Arad,Munții Zărand,Arad
718,780,2017-12-08,Roșia Nouă - Vârful Tufari (Creasta Principală a Munților Zărand),Consiliul Județean Arad,Munții Zărand,Arad
719,781,2017-12-08,Brazii - Vârful Pleșu (Creasta Principală a Munților Zărand),Consiliul Județean Arad,Munții Zărand,Arad
720,782,2017-12-08,Gara Hălmagiu - Hălmăgel - Culmea Găinii - Muntele Găina,Consiliul Județean Arad,Munții Zărand,Arad
721,783,2017-12-08,Hășmaș - Valea Hășmaș - Vârful Pleșu (Creasta Principală a Munților Codru - Moma),Consiliul Județean Arad,Munții Zărand,Arad
722,784,2017-12-08,Dezna - Ruinele Cetății Dezna,Consiliul Județean Arad,Munții Zărand,Arad
723,785,2017-12-08,Moneasa - Valea Megheș - Platoul Tinoasa - Cabana Gaudeamus - Moneasa,Consiliul Județean Arad,Munții Zărand,Arad
724,786,2017-12-08,Moneasa - Culmea Feredeu - Cabana Gaudeamus - Vârful Izoiu,Consiliul Județean Arad,Munții Zărand,Arad
725,789,2017-12-08,Moneasa - Valea Lungă - Creasta Principală,Consiliul Județean Arad,Munții Zărand,Arad
726,792,2017-12-08,Moneasa - Peștera Liliecilor,Consiliul Județean Arad,Munții Zărand,Arad
727,793,2017-12-08,Valea Megheș - Peșterile Viezuroiu,Consiliul Județean Arad,Munții Zărand,Arad
728,794,2018-06-12,Refugiul montan Șuligu - Borcutul Șuligu,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
729,795,2018-06-12,Complex Făina - Borcutul Mihoaia,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
730,796,2018-06-12,Stația CFF Bardău - Pietrosu Bardăului - Cabana Coșnea,Consiliul Județean Maramureș,Munții Maramureșului,Maramureș
